Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,AL,Alabama,Dale,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.2,,,11.5,17.4,"49,342",1045,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.609476 31.4306536)
2021,AL,Alabama,Coffee,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,64.1,,,59.3,68.7,"54,174",1031,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.9896022 31.402258)
2021,AL,Alabama,Clay,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,30.5,40.4,"14,190",1027,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.8635254 33.2703999)
2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.5,"413,073",1097,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-88.1965682 30.6845725)
2020,AL,Alabama,Bullock,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,45.3,,,41.7,48.5,"10,320",1011,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,,,4,5.2,"26,701",1061,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Fayette,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.4,,,8.2,10.8,"16,148",1057,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-87.7642923 33.7161568)
2021,AL,Alabama,Montgomery,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78.7,,,74.7,82.5,"227,434",1101,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-86.2044615 32.2028812)
2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.9,,,7.7,10.3,"52,773",1071,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-85.9800556 34.764114)
2021,AL,Alabama,Fayette,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,25.3,,,21,29.9,"16,148",1057,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-87.7642923 33.7161568)
2020,AL,Alabama,Coffee,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45.1,,,37.4,52.6,"54,174",1031,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.9896022 31.402258)
2021,AL,Alabama,Crenshaw,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,30,41.8,"13,083",1041,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-86.3200384 31.7303106)
2021,AL,Alabama,Cherokee,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,17.5,,,14.7,20.4,"24,996",1019,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.3,,,8.7,12.1,"226,902",1117,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-86.6780894 33.2630428)
2021,AL,Alabama,Barbour,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.4,,,4,4.9,"24,964",1005,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Madison,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.8,,,84.1,89.3,"395,211",1089,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-86.5510802 34.7642377)
2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.8,11.5,"59,041",1009,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-86.56644 33.9773575)
2020,AL,Alabama,Perry,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,25.5,,,19.8,31.9,"8,355",1105,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,Covington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,21.8,,,17.5,26.4,"37,524",1039,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-86.4487206 31.2439873)
2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.3,6.6,"12,533",1023,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-88.2488894 31.9909539)
2021,AL,Alabama,Cullman,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.9,,,14.9,23.1,"89,496",1043,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-86.8692666 34.1319229)
2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.6,,,6.6,8.8,"94,043",1077,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-87.6509966 34.9041221)
2021,AL,Alabama,Etowah,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.8,,,8.4,11.3,"103,162",1055,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Etowah,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,16.5,,,14,19.1,"103,162",1055,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Pike,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.5,,,10.9,16.4,"32,991",1109,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Chilton,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.8,,,69.7,79.5,"45,274",1021,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Sumter,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,48.8,,,44.5,53.1,"12,164",1119,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-88.2000571 32.5974811)
2021,AL,Alabama,Chambers,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.8,,,75.2,83.8,"34,541",1017,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,,,6.6,8.2,"32,013",1059,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.2,3.9,"22,477",1007,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-87.1271475 33.0158929)
2021,AL,Alabama,DeKalb,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,23.1,,,19.6,26.7,"71,813",1049,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-85.8040207 34.4609148)
2021,AL,Alabama,Geneva,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.2,,,10.3,16.5,"26,701",1061,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.8,,,14.6,19.2,"36,699",1053,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.3,"57,474",1033,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.8014569 34.703112)
2021,AL,Alabama,Mobile,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.4,,,72.6,79.8,"413,073",1097,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-88.1965682 30.6845725)
2021,AL,Alabama,Geneva,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.2,,,78.8,85.6,"26,701",1061,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Jefferson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.6,,,8.3,13.1,"667,820",1073,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-86.8965359 33.5534439)
2020,AL,Alabama,Butler,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.9,,,31.2,42.9,"18,884",1013,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-86.6819689 31.751667)
2020,AL,Alabama,Pike,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44,,,36.9,51.4,"32,991",1109,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Hale,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,41.3,,,34.9,47.2,"14,754",1065,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-87.6230608 32.7527958)
2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.4,,,14.2,18.7,"10,450",1037,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Talladega,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.1,,,16.7,21.7,"81,524",1121,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.1759302 33.3693135)
2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.2,,,17.4,25.1,"10,450",1037,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Washington,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,16.8,21.8,"15,147",1129,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-88.2124041 31.4085035)
2020,AL,Alabama,Lauderdale,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,38.5,,,31.4,46,"94,043",1077,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-87.6509966 34.9041221)
2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,37.7,,,33.7,41.7,"226,902",1117,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-86.6780894 33.2630428)
2021,AL,Alabama,Houston,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,15.8,23.8,"107,458",1069,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-85.2964111 31.1581831)
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.2,,,36,52.6,"19,648",1099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.3832656 31.5803324)
2020,AL,Alabama,Elmore,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.5,,,7.6,15.9,"89,304",1051,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-86.1427347 32.597229)
2020,AL,Alabama,St. Clair,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.2,,,81.8,86.3,"92,748",1115,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-86.3113273 33.7194907)
2021,AL,Alabama,Marshall,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.3,,,10.3,16.8,"98,228",1095,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.3216681 34.3095637)
2021,AL,Alabama,Wilcox,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,26,34,"10,446",1131,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-87.3049349 31.9900824)
2020,AL,Alabama,Pickens,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.1,,,32.4,45.9,"18,801",1107,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-88.0968644 33.2968003)
2021,AL,Alabama,Jefferson,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,26,33,"667,820",1073,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Butler,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.9,,,75.4,84,"18,884",1013,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-86.6819689 31.751667)
2021,AL,Alabama,Escambia,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.8,,,78.4,85.1,"36,699",1053,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-87.1684097 31.1222867)
2020,AL,Alabama,Tallapoosa,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,38.2,,,31.3,45.5,"41,023",1123,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.7996176 32.8633076)
2021,AL,Alabama,Autauga,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.9,,,77.9,83.7,"59,095",1001,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Clay,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,64.6,,,59.6,69.3,"14,190",1027,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.8635254 33.2703999)
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,"34,541",1017,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-85.3940321 32.9155039)
2020,AL,Alabama,Baldwin,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.9,,,32.3,35.5,"239,294",1003,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.7460666 30.6592183)
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,"15,103",1029,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.7,,,7.6,9.9,"18,996",1091,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-87.791091 32.2475911)
2021,AL,Alabama,Crenshaw,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.3,,,30.2,46.5,"13,083",1041,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-86.3200384 31.7303106)
2021,AL,Alabama,Greene,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,45.7,,,39.2,52,"7,629",1063,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38,,,30.3,46.3,"24,996",1019,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Barbour,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.8,7.6,"24,964",1005,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,41.7,,,37,46.5,"15,103",1029,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-85.5161261 33.6719637)
2020,AL,Alabama,Perry,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.6,,,18.2,29.6,"8,355",1105,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,DeKalb,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,21.9,,,18.9,25.1,"71,813",1049,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-85.8040207 34.4609148)
2021,AL,Alabama,Escambia,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11,17,"36,699",1053,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-87.1684097 31.1222867)
2020,AL,Alabama,Etowah,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.4,,,10.1,19.6,"103,162",1055,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Madison,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7,,,6,8.2,"395,211",1089,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-86.5510802 34.7642377)
2021,AL,Alabama,Mobile,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.3,,,15.3,22,"413,073",1097,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-88.1965682 30.6845725)
2021,AL,Alabama,Lauderdale,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.8,8.9,"94,043",1077,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.6509966 34.9041221)
2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,"103,162",1055,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Fayette,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,7.1,,,6.1,8.2,"16,148",1057,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-87.7642923 33.7161568)
2020,AL,Alabama,Pike,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,77.3,,,74.1,80.3,"32,991",1109,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,14.7,,,12.6,17,"32,013",1059,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Cleburne,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,17.1,,,14.2,20.4,"15,103",1029,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.4,,,23.1,29.7,"239,294",1003,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.7460666 30.6592183)
2021,AL,Alabama,Greene,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,58.3,,,53.9,62.9,"7,629",1063,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-87.9642005 32.8444965)
2020,AL,Alabama,Washington,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.3,,,12.5,20.7,"15,147",1129,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Bibb,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.4,,,11.7,17.5,"22,477",1007,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.1271475 33.0158929)
2021,AL,Alabama,Pickens,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,24.2,,,21.1,27.3,"18,801",1107,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-88.0968644 33.2968003)
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.8,,,8.5,11.1,"11,328",1035,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,18.2,26.3,"22,760",1025,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-87.8186244 31.6855211)
2020,AL,Alabama,Franklin,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,35.9,39,"32,013",1059,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-87.8428144 34.4419892)
2020,AL,Alabama,Calhoun,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.4,,,33.3,47.4,"115,972",1015,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.8279089 33.7705162)
2020,AL,Alabama,Cullman,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.5,,,79.8,85.3,"89,496",1043,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-86.8692666 34.1319229)
2020,AL,Alabama,Etowah,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,37,,,29.9,44.2,"103,162",1055,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,47,,,42.5,51.8,"15,147",1129,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,9.1,11.9,"24,996",1019,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Wilcox,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,21,30.2,"10,446",1131,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-87.3049349 31.9900824)
2021,AL,Alabama,Covington,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.7,,,16.7,25,"37,524",1039,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-86.4487206 31.2439873)
2021,AL,Alabama,Dale,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.2,,,5.3,7.1,"49,342",1045,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-85.609476 31.4306536)
2021,AL,Alabama,Geneva,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,83.5,,,80.7,86,"26,701",1061,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Winston,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.4,"23,652",1133,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.3653458 34.1545665)
2021,AL,Alabama,Henry,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.5,,,9.5,15.6,"17,459",1067,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-85.2399712 31.5169779)
2021,AL,Alabama,Walker,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,20.7,,,17.7,24,"64,818",1127,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.3010936 33.7915581)
2021,AL,Alabama,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.3,,,67.9,78.4,"52,773",1071,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.9800556 34.764114)
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,30,,,25.8,34.4,"10,320",1011,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Bibb,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.7,,,67.2,77.9,"22,477",1007,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.1271475 33.0158929)
